Name,Rating,City,Category,Lat,Lon
CHOUPY'S,7.46,Bruxelles,Bagel & Burger,50.82865524,4.371926785
Gabe,8.01,Paris,,48.8666954,2.360802174
Allegretto A Tavola,8.08,Berlin,italian,52.52082062,13.4018898
Il Tocco Giusto,7.58,Madrid,italian,40.43005753,-3.701731443
Restaurante Sagar,8.23,Madrid,indian,40.43581772,-3.672410488
Nio,7.94,Hamburg,italian,53.54962921,9.968090057
LE PALAIS DU BENGALE,7.2,Bruxelles,indian,50.83263779,4.389312744
Monsieur A,8.09,Paris,,48.87532425,2.285148859
East Street,7.19,London,Asian,51.51660538,-0.132954195
Celso y Manolo,6.73,Madrid,Spanish,40.42023087,-3.697434425
KING MARCEL Mercière,8.09,Lyon,american,45.76317596,4.83290863
KING MARCEL Part Dieu,8.04,Lyon,american,45.76406479,4.857866764
LAURELINE'S CORNER,,Lyon,,45.76935577,4.835522175
LE PETIT SAINT PETERSBOURG,7.54,Lyon,russian,45.76988602,4.850498199
DUE BY MAURIZIO,8.14,Lyon,italian,45.77505875,4.803438187
PARADISE OF INDIA,7.32,Bruxelles,indian,50.86870193,4.399903774
Chapeau! Grill & Bar,8.62,Hamburg,international,53.58493042,10.00870037
La Patisserie des Reves,9.14,London,Pâtisserie,51.52131653,-0.151793703
Bois Savanes Rhode,7.14,Bruxelles,thai,50.74441147,4.394636631
Chapeau! Grill & Bar for Brunch only,7.81,Hamburg,Brunch,53.58493042,10.00870037
Royal Rajmahal,6.95,Paris,indian,48.85448456,2.339159727
UNI,7.26,London,japanese,51.4960289,-0.147412896
The Place,5.43,Madrid,international,40.42573166,-3.708813667
The Cask,7.9,Madrid,mediterranean,40.41257858,-3.694101095
Tuk Tuk,7.47,Madrid,thai,40.42995834,-3.701565981
Portobello Juice Cafe,8.67,London,mediterranean,51.51916122,-0.207627296
Harper's,6.63,Paris,Burger,48.88459778,2.31488204
Au nom de la rose,8,Paris,,48.88116455,2.312857389
BELLI E BUONI,8.43,Bruxelles,italian,50.8392601,4.40094471
Zaabär Belgian Chocolate,,Bruxelles,Chocolatier,50.82871246,4.355495453
framboise louvre,8.02,Paris,crepes,48.86348343,2.33418417
Bert's,8.04,Paris,Sandwich,48.86513901,2.300752401
Débo Gato,8,Paris,Pâtisserie,48.86522293,2.284302235
Meejana,8.08,London,lebanese,51.48936462,-0.190598696
Crumb,7.36,Madrid,Sandwich,40.42604065,-3.711321115
AL BACHA,7.71,Bruxelles,lebanese,50.83455658,4.355392933
El Colmado de Chema,10,Madrid,mediterranean,40.43126297,-3.702714682
Noodle House,7,London,Asian,51.5136795,-0.128741995
Princi,8.74,London,italian,51.51383972,-0.134330004
GRI GRI,8.57,Bruxelles,african,50.79233932,4.351861954
Frenchie to go,7.46,Paris,,48.86767197,2.34757328
Taberna Rayuela,8.97,Madrid,international,40.41367722,-3.712537527
DALUMA,8.71,Berlin,vegan,52.53047943,13.40248013
VINOMANIA,,Bruxelles,Spanish,50.83344269,4.367023945
CHAKRA,8.57,London,indian,51.50841522,-0.200066507
Ball's,5.93,Paris,balls,48.86183548,2.380387783
Gino DAcampo My Pasta Bar,8.57,London,italian,51.51398849,-0.109579802
Arroceria Daniela,,Madrid,Arrocería,40.41436768,-3.704518318
Alta Burgersia,6.71,Madrid,Burger,40.41339493,-3.69983077
Pellicanino,8,London,italian,51.49124146,-0.167236805
Au nom de la Rose,10,Barcelona,Flowers,41.39012146,2.159637928
L'oud Des Eurasie,,London,lebanese,51.48250198,-0.181082204
Delancey & Co,9.57,London,american,51.51954269,-0.135211393
Juanyta Me Mata,8.29,Madrid,mediterranean,40.43436813,-3.676469803
LA MEDINA,8.14,Lyon,oriental,45.753479,4.841516495
Flores Bucaro,,Madrid,Flowers,40.45380783,-3.678638458
East Side Burgers,8.54,Paris,,48.86181259,2.373045921
Pull'd,10,London,Fusion,51.51203918,-0.092294604
Lobster bar,8.67,Paris,,48.86447906,2.340638161
The Wild Game Co,7.9,London,english,51.51979828,-0.136458904
Sri Thai City,,London,thai,51.51692581,-0.085102797
Mozzachic,9.29,Paris,Salad bar,48.87332153,2.316037178
L'Etoile d'Orient,9.43,Bruxelles,lebanese,50.80092621,4.336863041
Hank,8.12,Paris,,48.86157608,2.358293295
Camino Blackfriars,9.14,London,Spanish,51.51325607,-0.103086598
Camino Kings Cross,9.14,London,Spanish,51.5309639,-0.121936999
Laauma,9.14,Berlin,vegan,52.50627136,13.46531105
by.kono,7.14,Madrid,japanese,40.42069244,-3.699678898
LA MEDINA PATISSERIE,8.29,Lyon,,45.753479,4.841516495
Pâtisserie MEDINA,9.14,Lyon,Pâtisserie,45.753479,4.841516495
La Fabrique des Garçons,,Lyon,Sandwich,45.75954819,4.842648506
Latitud,,Madrid,exotic,40.46242905,-3.686690092
Noodle Oodle,8.43,London,Asian,51.51348114,-0.187600598
It Dogs,6.4,Madrid,,40.42246246,-3.700566053
Le père fouettard,,Paris,brasserie,48.86255264,2.348407507
Essenza,7.43,London,italian,51.51620102,-0.2061342
La Polenteria,,London,italian,51.51267624,-0.132675499
